"author_id","rating","helpfulness","total_feedback_count","total_neg_feedback_count","total_pos_feedback_count","submission_time","skin_tone","eye_color","skin_type","hair_color","product_id","product_name","brand_name","price_usd","review_length","title_length","helpful_review"
37177099043,3,0.478260993958,46,24,22,2022-09-19,"light","hazel","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,519,19,0
9944279402,3,0.464285999537,28,15,13,2022-09-15,"light","blue","dry","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,386,10,0
1342721722,4,0.800000011921,20,4,16,2022-09-13,"fair","hazel","combination","gray","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,1024,29,1
21714709642,5,0.800000011921,15,3,12,2022-09-09,"mediumTan","brown","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,857,46,1
30266193101,5,1,2,0,2,2022-09-08,"fair","hazel","normal","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,182,12,1
5630308597,5,0.800000011921,10,2,8,2022-09-07,"fair","blue","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,122,6,1
34632410453,5,0.75,12,3,9,2022-09-02,"light","brown","normal","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,256,26,1
21455347049,4,0.666666984558,9,3,6,2022-08-29,"tan","nan","combination","nan","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,95,0,1
27357846082,4,0.857142984867,14,2,12,2022-08-28,"light","green","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,601,0,1
27975011427,4,0.625,8,3,5,2022-08-23,"light","brown","combination","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,405,34,1
1394260735,1,0.483871012926,31,16,15,2022-08-22,"nan","nan","combination","nan","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,211,0,0
6520782152,4,1,7,0,7,2022-08-20,"fairLight","green","dry","auburn","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,279,39,1
25240516150,5,0.727272987366,11,3,8,2022-08-13,"fair","blue","normal","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,478,17,1
34689926666,5,0.866666972637,15,2,13,2022-08-11,"mediumTan","green","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,948,23,1
5852526855,1,0.578947007656,19,8,11,2022-08-02,"light","brown","oily","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,75,9,1
31350273215,5,0.800000011921,5,1,4,2022-08-01,"fairLight","brown","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,132,0,1
25671814976,5,1,3,0,3,2022-08-01,"lightMedium","brown","oily","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,59,14,1
31457723141,4,1,5,0,5,2022-07-27,"medium","brown","normal","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,88,0,1
1876170810,5,0.5,2,1,1,2022-07-23,"fair","hazel","combination","red","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,101,0,1
21878793842,5,0.75,8,2,6,2022-07-21,"fair","brown","dry","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,193,21,1
9735945432,5,1,11,0,11,2022-07-20,"lightMedium","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,572,12,1
31756311225,3,0.800000011921,5,1,4,2022-07-18,"fair","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,266,4,1
6416177724,4,1,12,0,12,2022-07-03,"light","blue","combination","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,455,22,1
37201203241,2,0.2666670084,15,11,4,2022-07-02,"fair","blue","dry","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,171,8,0
8362271441,5,0.800000011921,15,3,12,2022-06-30,"fair","brown","oily","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,517,23,1
21038435748,5,0.899999976158,10,1,9,2022-06-28,"light","hazel","dry","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,431,20,1
35598301483,5,0.846153974533,13,2,11,2022-06-24,"mediumTan","brown","oily","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,77,21,1
1628960464,5,0.6875,16,5,11,2022-06-23,"light","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,393,18,1
1852891984,3,1,2,0,2,2022-06-22,"light","blue","normal","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,111,0,1
12190454079,4,0.800000011921,5,1,4,2022-06-20,"medium","brown","dry","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,357,16,1
1517043995,3,0.5,4,2,2,2022-06-17,"lightMedium","blue","normal","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,185,48,1
6704383036,5,1,5,0,5,2022-06-15,"light","blue","normal","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,225,0,1
2277203658,4,1,3,0,3,2022-06-12,"lightMedium","brown","combination","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,66,0,1
7071794912,5,1,5,0,5,2022-06-10,"mediumTan","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,73,12,1
30057895118,5,0.833333015442,12,2,10,2022-06-05,"fair","hazel","combination","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,361,14,1
7503200662,5,1,7,0,7,2022-06-05,"light","hazel","oily","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,192,0,1
34512529367,5,1,7,0,7,2022-06-02,"lightMedium","hazel","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,420,0,1
8774601601,5,1,2,0,2,2022-06-02,"lightMedium","brown","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,86,0,1
9134591911,4,1,15,0,15,2022-05-25,"fair","blue","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,719,27,1
28002899176,4,0.5,2,1,1,2022-05-18,"light","green","oily","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,122,6,1
22696128614,4,0.666666984558,3,1,2,2022-05-16,"nan","nan","oily","nan","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,85,0,1
26152984997,5,0.125,8,7,1,2022-05-01,"nan","nan","nan","nan","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,63,0,0
7861851941,2,0.272727012634,11,8,3,2022-05-01,"light","green","combination","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,356,13,0
31660965667,5,0.928570985794,14,1,13,2022-04-29,"light","blue","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,299,13,1
7536351691,3,0.3125,16,11,5,2022-04-27,"fair","brown","normal","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,69,0,0
5822020720,5,0.75,8,2,6,2022-04-25,"fair","hazel","normal","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,294,22,1
32244265099,5,1,1,0,1,2022-04-23,"mediumTan","brown","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,58,0,1
2101821691,4,0.5,8,4,4,2022-04-18,"light","green","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,243,25,1
7414251446,5,0.714286029339,14,4,10,2022-04-16,"fair","brown","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,558,19,1
11492734062,5,1,9,0,9,2022-04-12,"mediumTan","hazel","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,65,0,1
30666919415,4,0.444444000721,9,5,4,2022-04-08,"medium","brown","normal","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,137,0,0
27163648160,2,0.566667020321,30,13,17,2022-04-07,"fair","green","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,515,20,1
8132843293,5,0.75,8,2,6,2022-04-03,"mediumTan","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,439,34,1
5260210361,5,0.800000011921,5,1,4,2022-04-03,"lightMedium","brown","oily","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,141,18,1
11733520262,5,0.777778029442,9,2,7,2022-04-02,"fair","blue","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,57,0,1
33892059870,5,0.899999976158,10,1,9,2022-04-02,"fairLight","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,373,0,1
2450033811,5,1,2,0,2,2022-04-01,"fairLight","green","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,91,0,1
31534048040,5,1,2,0,2,2022-04-01,"fair","hazel","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,73,0,1
1579095080,4,0.75,16,4,12,2022-03-30,"fair","hazel","oily","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,913,26,1
9425036637,1,0.227273002267,22,17,5,2022-03-28,"lightMedium","brown","dry","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,109,0,0
1337554045,2,0.363635987043,11,7,4,2022-03-24,"fair","green","combination","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,187,0,0
3629667,5,0.923076987267,13,1,12,2022-03-15,"light","brown","normal","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,1476,49,1
31584040498,4,0.5,6,3,3,2022-03-14,"medium","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,63,4,1
7471319645,5,0.714286029339,7,2,5,2022-03-12,"mediumTan","brown","combination","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,172,13,1
10272721141,5,0.636363983154,22,8,14,2022-03-06,"lightMedium","hazel","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,714,0,1
35287214229,3,0.666666984558,27,9,18,2022-03-05,"lightMedium","brown","combination","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,444,28,1
22171615605,4,0.75,4,1,3,2022-03-03,"medium","brown","normal","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,160,14,1
1023502165,4,0.75,8,2,6,2022-02-26,"mediumTan","brown","normal","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,121,0,1
6304774542,4,0.875,16,2,14,2022-02-23,"lightMedium","brown","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,261,36,1
1312537476,5,1,16,0,16,2022-02-23,"lightMedium","brown","normal","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,826,9,1
2302531146,4,0.33333298564,12,8,4,2022-02-23,"fair","blue","dry","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,198,0,0
5759245212,5,1,5,0,5,2022-02-22,"lightMedium","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,92,13,1
33027348075,3,0.933332979679,15,1,14,2022-02-18,"lightMedium","hazel","normal","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,578,41,1
2610112478,5,0.615384995937,13,5,8,2022-02-11,"light","blue","dry","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,217,24,1
1612804257,5,0.833333015442,6,1,5,2022-02-09,"light","green","dry","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,77,0,1
22852149091,5,1,10,0,10,2022-02-06,"fair","brown","normal","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,310,15,1
23570311063,5,0.600000023842,5,2,3,2022-02-05,"nan","nan","dry","nan","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,63,5,1
21172691451,5,1,9,0,9,2022-01-31,"fair","green","dry","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,190,0,1
6560936050,5,1,6,0,6,2022-01-29,"light","brown","normal","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,90,0,1
6162899228,5,0.931034982204,29,2,27,2022-01-24,"light","brown","dry","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,454,23,1
21781808063,5,0.75,8,2,6,2022-01-22,"light","brown","combination","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,213,14,1
29040670762,4,1,5,0,5,2022-01-17,"lightMedium","brown","combination","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,337,18,1
22966405658,5,1,8,0,8,2022-01-16,"deep","brown","oily","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,290,0,1
5714989863,5,0.388889014721,18,11,7,2022-01-12,"fair","blue","dry","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,320,10,0
6188593997,5,0.800000011921,5,1,4,2022-01-11,"lightMedium","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,157,7,1
1443618097,2,0.479999989271,25,13,12,2022-01-10,"fair","green","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,169,10,0
32572273042,3,0.238095000386,21,16,5,2022-01-09,"fairLight","blue","normal","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,129,2,0
5324040677,5,0.727272987366,11,3,8,2022-01-07,"lightMedium","brown","oily","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,66,5,1
2040921693,5,0.777778029442,18,4,14,2022-01-04,"lightMedium","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,202,20,1
23906380715,4,0.388889014721,18,11,7,2022-01-03,"lightMedium","brown","normal","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,218,23,0
6188422176,5,0.636363983154,11,4,7,2022-01-01,"mediumTan","brown","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,261,25,1
29979376504,5,0.666666984558,6,2,4,2021-12-28,"light","brown","normal","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,170,9,1
11749925674,5,1,4,0,4,2021-12-20,"medium","brown","oily","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,197,29,1
2190898679,3,0.916666984558,12,1,11,2021-12-17,"light","blue","normal","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,239,9,1
22531850850,5,1,13,0,13,2021-12-10,"deep","brown","dry","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,473,13,1
1959761740,5,0.75,12,3,9,2021-12-06,"medium","blue","dry","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,53,0,1
30566573322,5,0.800000011921,15,3,12,2021-12-06,"lightMedium","green","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,439,0,1
6760105601,3,0.600000023842,5,2,3,2021-11-27,"light","brown","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,76,9,1
8230545375,4,0.800000011921,15,3,12,2021-11-27,"lightMedium","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,178,0,1
22556532957,5,0.818181991577,11,2,9,2021-11-26,"light","brown","dry","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,683,24,1
5119069323,5,0.75,4,1,3,2021-11-20,"lightMedium","brown","combination","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,248,26,1
27593229835,5,0.705882012844,17,5,12,2021-11-13,"light","hazel","dry","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,211,13,1
12290821631,4,0.666666984558,15,5,10,2021-11-10,"nan","nan","nan","nan","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,220,0,1
1026741323,4,0.461537986994,13,7,6,2021-11-07,"fair","blue","combination","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,258,20,0
28227702597,5,0.899999976158,10,1,9,2021-11-05,"nan","nan","nan","nan","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,75,0,1
5895530764,5,0.857142984867,7,1,6,2021-10-29,"fair","blue","normal","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,53,0,1
2404932146,5,0.846153974533,13,2,11,2021-10-23,"lightMedium","brown","dry","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,108,8,1
8249834581,5,0.40000000596,5,3,2,2021-10-17,"mediumTan","hazel","normal","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,206,19,0
5028641590,5,0.888889014721,18,2,16,2021-10-11,"lightMedium","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,328,32,1
23623985964,5,0.41666701436,12,7,5,2021-10-11,"lightMedium","hazel","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,213,0,0
6761500011,5,0.461537986994,13,7,6,2021-10-10,"tan","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,83,4,0
1098549354,4,0.741935014725,31,8,23,2021-10-06,"fair","brown","combination","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,1564,0,1
7160421535,5,0.461537986994,13,7,6,2021-10-01,"light","green","combination","red","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,250,10,0
21361046261,5,0.714286029339,7,2,5,2021-09-30,"fair","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,85,9,1
10705245824,5,0.785713970661,14,3,11,2021-09-30,"light","blue","oily","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,178,0,1
24204481050,4,0.625,8,3,5,2021-09-27,"fair","blue","combination","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,149,36,1
9983797602,5,0.705882012844,17,5,12,2021-09-24,"light","brown","dry","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,286,19,1
12494881916,3,0.636363983154,11,4,7,2021-09-24,"lightMedium","green","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,244,3,1
5058925878,4,1,6,0,6,2021-09-23,"light","blue","combination","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,109,14,1
1498461869,5,0.94736802578,19,1,18,2021-09-15,"fairLight","green","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,468,0,1
29050285048,5,0.833333015442,6,1,5,2021-09-15,"light","green","combination","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,132,7,1
6753667067,5,0.818181991577,11,2,9,2021-09-08,"lightMedium","brown","combination","black","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,99,20,1
5292848842,5,1,18,0,18,2021-09-02,"light","hazel","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,366,24,1
26444624458,5,0.833333015442,12,2,10,2021-08-28,"light","blue","combination","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,235,0,1
11584950259,5,0.842104971409,19,3,16,2021-08-22,"light","brown","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,276,25,1
23558286789,5,0.966666996479,30,1,29,2021-08-18,"fairLight","hazel","combination","brown","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,533,17,1
2618974578,4,0.33333298564,18,12,6,2021-08-17,"fair","green","combination","blonde","P443842","Retinol Anti-Aging Serum","The INKEY List",12.99,100,10,0
